N,forward,backward,random
21.2734,10,8,8
21.2773,10,8,8
21.2812,10,8,8
21.2852,10,8,8
21.2891,10,9,8
21.293,10,10,8
21.2969,10,8,8
21.3008,10,8,8
21.3047,10,8,8
21.3086,10,8,8
21.3125,10,8,8
21.3164,10,8,8
21.3203,10,8,8
21.3242,10,8,8
21.3281,8,8,8
21.332,10,10,8
21.3359,10,10,8
21.3398,10,10,8
21.3438,10,10,8
21.3477,10,8,8
21.3516,10,8,10
21.3555,8,8,8
21.3594,8,8,8
21.3633,10,8,8
21.3672,8,8,8
21.3711,8,8,8
21.375,10,8,8
21.3789,8,8,8
21.3828,8,8,8
21.3867,8,8,8
21.3906,8,8,8
21.3945,8,8,8
21.3984,8,8,8
21.4023,8,8,8
21.4062,10,8,8
21.4102,8,8,8
21.4141,8,8,8
21.418,8,8,8
21.4219,8,8,8
21.4258,8,8,8
21.4297,10,10,8
21.4336,10,10,8
21.4375,10,8,8
21.4414,10,8,8
21.4453,10,8,8
21.4492,10,8,8
21.4531,10,8,8
21.457,10,8,8
21.4609,8,8,8
21.4648,10,10,8
21.4688,10,8,8
21.4727,10,8,8
21.4766,10,8,8
21.4805,10,10,8
21.4844,10,8,8
21.4883,10,8,8
21.4922,9,8,8
21.4961,8,8,8
21.5,8,8,8
21.5039,10,10,8
21.5078,10,8,8
21.5117,10,8,8
21.5156,8,8,8
21.5195,9,8,8
21.5234,8,8,8
21.5273,10,8,8
21.5312,8,8,8
21.5352,8,8,8
21.5391,10,10,8
21.543,10,8,8
21.5469,10,8,8
21.5508,8,8,8
21.5547,8,8,8
21.5586,10,10,8
21.5625,10,8,8
21.5664,10,8,8
21.5703,10,8,8
21.5742,8,8,8
21.5781,10,9,8
21.582,10,8,8
21.5859,10,8,8
21.5898,9,8,8
21.5938,8,8,8
21.5977,10,10,8
21.6016,10,9,8
21.6055,10,8,8
21.6094,10,8,8
21.6133,8,8,8
21.6172,10,10,8
21.6211,10,10,8
21.625,10,8,8
21.6289,10,8,8
21.6328,10,10,8
21.6367,10,8,8
21.6406,8,8,8
21.6445,10,10,8
21.6484,10,8,8
21.6523,10,8,8
21.6562,10,10,8
21.6602,10,8,8
21.6641,10,8,8
21.668,10,10,8
21.6719,10,8,8
21.6758,10,8,8
21.6797,8,8,8
21.6836,10,8,8
21.6875,10,8,8
21.6914,10,10,8
21.6953,10,8,8
21.6992,8,8,8
21.7031,10,10,8
21.707,10,8,8
21.7109,10,9,8
21.7148,10,8,8
21.7188,10,10,8
21.7227,10,8,8
21.7266,8,8,8
21.7305,10,8,8
21.7344,8,8,8
21.7383,10,10,8
21.7422,10,8,8
21.7461,10,10,8
21.75,10,8,8
21.7539,10,10,8
21.7578,10,8,8
21.7617,10,10,8
21.7656,10,8,8
21.7695,8,8,8
21.7734,10,10,8
21.7773,10,8,8
21.7812,10,10,8
21.7852,10,8,8
21.7891,10,8,8
21.793,10,9,8
21.7969,8,8,8
21.8008,10,10,8
21.8047,10,8,8
21.8086,10,10,8
21.8125,10,8,8
21.8164,8,8,8
21.8203,10,9,8
21.8242,10,8,8
21.8281,10,8,8
21.832,10,8,8
21.8359,10,8,8
21.8398,10,8,8
21.8438,8,8,8
21.8477,10,8,8
21.8516,8,8,8
21.8555,10,8,8
21.8594,10,8,8
21.8633,10,10,8
21.8672,10,8,8
21.8711,10,10,8
21.875,10,8,8
21.8789,10,9,8
21.8828,8,8,8
21.8867,10,10,8
21.8906,10,8,8
21.8945,10,10,8
21.8984,10,8,8
21.9023,10,10,8
21.9062,10,8,8
21.9102,10,10,8
21.9141,10,8,8
21.918,10,10,8
21.9219,10,8,8
21.9258,10,8,8
21.9297,8,8,8
21.9336,10,8,8
21.9375,8,8,8
21.9414,10,8,8
21.9453,9,8,8
21.9492,10,9,8
21.9531,10,8,8
21.957,10,8,8
21.9609,8,8,8
21.9648,10,8,8
21.9688,10,10,8
21.9727,10,8,8
21.9766,10,10,8
21.9805,8,8,8
21.9844,8,8,8
21.9883,9,8,8
21.9922,10,8,8
21.9961,10,10,8
22,9,8,8
22.0039,10,8,8
22.0078,8,8,8
22.0117,8,8,8
22.0156,8,8,8
22.0195,10,8,8
22.0234,10,8,8
22.0273,8,8,8
22.0312,10,8,8
22.0352,10,10,8
22.0391,10,10,8
22.043,8,8,8
22.0469,10,8,8
22.0508,10,9,8
22.0547,8,8,8
22.0586,10,8,8
22.0625,10,10,8
22.0664,9,8,8
22.0703,10,8,8
22.0742,10,8,8
22.0781,10,10,8
22.082,8,8,8
22.0859,10,8,8
22.0898,10,9,8
22.0938,10,10,8
22.0977,10,10,8
22.1016,9,8,8
22.1055,10,8,8
22.1094,10,8,8
22.1133,10,10,8
22.1172,10,10,8
22.1211,8,8,8
22.125,10,8,8
22.1289,10,9,8
22.1328,10,10,8
22.1367,10,8,8
22.1406,10,8,8
22.1445,10,8,8
22.1484,10,8,8
22.1523,10,8,8
22.1562,10,8,8
22.1602,10,8,8
22.1641,10,8,8
22.168,10,8,8
22.1719,10,10,8
22.1758,10,10,8
22.1797,10,10,8
22.1836,8,8,8
22.1875,9,8,8
22.1914,10,8,8
22.1953,10,8,8
22.1992,10,9,8
22.2031,10,10,8
22.207,10,10,8
22.2109,10,10,8
22.2148,8,8,8
22.2188,10,8,8
22.2227,8,8,8
22.2266,10,8,8
22.2305,10,8,8
22.2344,10,8,8
22.2383,10,8,8
22.2422,8,8,8
22.2461,10,8,8
22.25,10,8,8
22.2539,10,8,8
22.2578,8,8,8
22.2617,10,8,8
22.2656,10,8,8
22.2695,10,8,8
22.2734,10,8,8
22.2773,10,8,8
22.2812,10,8,8
22.2852,10,8,8
22.2891,10,8,8
22.293,10,8,8
22.2969,10,8,8
22.3008,10,8,8
22.3047,8,8,8
22.3086,8,8,8
22.3125,10,10,8
22.3164,10,10,8
22.3203,10,8,8
22.3242,8,8,8
22.3281,10,9,8
22.332,10,8,8
22.3359,8,8,8
22.3398,10,8,8
22.3438,10,8,8
22.3477,10,8,8
22.3516,9,8,8
22.3555,8,8,8
22.3594,8,8,8
22.3633,10,10,8
22.3672,10,8,8
22.3711,9,8,8
22.375,9,8,8
22.3789,8,8,8
22.3828,8,8,8
22.3867,8,8,8
22.3906,8,8,8
22.3945,10,10,8
22.3984,10,8,9
22.4023,9,9,9
22.4062,10,9,8
22.4102,11,11,9
22.4141,11,9,8
22.418,8,8,8
22.4219,11,11,8
22.4258,11,8,8
22.4297,9,8,8
22.4336,11,8,8
22.4375,11,9,8
22.4414,10,8,8
22.4453,8,8,8
22.4492,8,8,8
22.4531,10,10,8
22.457,10,8,8
22.4609,10,8,8
22.4648,8,8,8
22.4688,8,8,8
22.4727,10,10,8
22.4766,10,8,8
22.4805,8,8,8
22.4844,10,10,8
22.4883,10,8,8
22.4922,8,8,8
22.4961,8,8,8
22.5,10,10,8
22.5039,10,8,8
22.5078,9,8,8
22.5117,10,10,8
22.5156,10,8,8
22.5195,8,8,8
22.5234,10,10,8
22.5273,10,8,8
22.5312,8,8,8
22.5352,10,9,8
22.5391,10,8,8
22.543,10,10,8
22.5469,10,8,8
22.5508,10,10,8
22.5547,10,8,8
22.5586,9,8,8
22.5625,10,8,8
22.5664,10,8,8
22.5703,8,8,8
22.5742,10,10,8
22.5781,10,8,8
22.582,9,8,8
22.5859,10,10,8
22.5898,10,8,8
22.5938,10,8,8
22.5977,10,9,8
22.6016,8,8,8
22.6055,8,8,8
22.6094,10,8,8
22.6133,10,8,8
22.6172,10,10,8
22.6211,10,8,8
22.625,8,8,8
22.6289,8,8,8
22.6328,10,8,8
22.6367,10,9,8
22.6406,8,8,8
22.6445,10,8,8
22.6484,8,8,8
22.6523,8,8,8
22.6562,10,8,8
22.6602,9,8,8
22.6641,10,9,8
22.668,10,8,8
22.6719,8,8,8
22.6758,10,8,8
22.6797,8,8,8
22.6836,10,8,8
22.6875,8,8,8
22.6914,8,8,8
22.6953,8,8,8
22.6992,10,8,8
22.7031,10,8,8
22.707,8,8,8
22.7109,10,8,8
22.7148,8,8,8
22.7188,8,8,8
22.7227,8,8,8
22.7266,10,8,8
22.7305,10,8,8
22.7344,10,10,8
22.7383,8,8,8
22.7422,8,8,8
22.7461,10,8,8
22.75,10,8,8
22.7539,8,8,8
22.7578,10,8,8
22.7617,8,8,8
22.7656,8,8,8
22.7695,10,8,8
22.7734,10,8,8
22.7773,8,8,8
22.7812,9,8,8
22.7852,8,8,8
22.7891,8,8,8
22.793,10,9,8
22.7969,10,8,8
22.8008,10,9,8
22.8047,10,9,8
22.8086,8,10,8
22.8125,8,8,8
22.8164,10,8,8
22.8203,10,8,8
22.8242,10,10,8
22.8281,10,10,8
22.832,8,8,8
22.8359,8,8,8
22.8398,8,8,8
22.8438,10,10,8
22.8477,10,10,8
22.8516,8,8,8
22.8555,10,8,8
22.8594,8,8,8
22.8633,8,8,8
22.8672,8,8,8
22.8711,8,8,8
22.875,10,8,8
22.8789,10,8,8
22.8828,10,8,8
22.8867,10,8,8
22.8906,10,10,8
22.8945,10,10,8
22.8984,10,10,8
22.9023,8,8,8
22.9062,10,8,8
22.9102,10,8,8
22.9141,10,10,8
22.918,10,10,8
22.9219,10,10,8
22.9258,8,8,8
22.9297,10,8,8
22.9336,10,8,8
22.9375,10,8,8
22.9414,10,8,8
22.9453,10,8,8
22.9492,10,8,8
22.9531,10,8,8
22.957,10,9,8
22.9609,10,9,8
22.9648,10,10,8
22.9688,8,8,8
22.9727,10,10,8
22.9766,10,9,8
22.9805,10,8,8
22.9844,10,8,8
22.9883,10,9,8
22.9922,10,8,8
22.9961,10,8,8
23,10,8,8
23.0039,10,8,8
23.0078,10,8,8
23.0117,10,8,8
23.0156,10,8,8
23.0195,10,8,8
23.0234,9,8,8
23.0273,10,8,8
23.0312,10,8,8
23.0352,9,8,8
23.0391,10,8,8
23.043,10,8,8
23.0469,10,8,8
23.0508,10,8,8
23.0547,10,8,8
23.0586,10,8,8
23.0625,10,8,8
23.0664,10,8,8
23.0703,10,8,8
23.0742,10,8,8
23.0781,10,8,8
23.082,10,8,8
23.0859,10,8,8
23.0898,10,8,8
23.0938,10,8,8
23.0977,10,8,8
23.1016,10,8,8
23.1055,10,8,8
23.1094,9,8,8
23.1133,10,8,8
23.1172,10,8,7
23.1211,7,7,8
23.125,10,8,8
23.1289,10,8,8
23.1328,10,8,8
23.1367,10,8,8
23.1406,10,8,8
23.1445,10,8,8
23.1484,10,8,8
23.1523,10,8,8
23.1562,10,8,8
23.1602,10,8,8
23.1641,9,8,8
23.168,9,8,8
23.1719,10,9,8
23.1758,10,8,8
23.1797,10,8,8
23.1836,10,8,8
23.1875,10,8,8
23.1914,8,8,8
23.1953,8,8,8
23.1992,8,8,8
23.2031,10,10,8
23.207,10,8,8
23.2109,10,8,8
23.2148,10,8,8
23.2188,10,8,8
23.2227,9,8,8
23.2266,8,8,8
23.2305,8,8,8
23.2344,10,10,8
23.2383,10,8,8
23.2422,10,8,8
23.2461,10,8,8
23.25,8,8,8
23.2539,10,9,8
23.2578,10,8,8
23.2617,8,8,8
23.2656,10,8,8
23.2695,10,8,8
23.2734,8,8,8
23.2773,10,10,8
23.2812,10,8,8
23.2852,10,8,8
23.2891,8,8,8
23.293,10,8,8
23.2969,10,8,8
23.3008,8,8,8
23.3047,10,10,8
23.3086,10,8,8
23.3125,10,8,8
23.3164,8,8,8
23.3203,10,8,8
23.3242,10,8,8
23.3281,10,9,8
23.332,10,8,8
23.3359,8,8,8
23.3398,10,8,8
23.3438,10,8,8
23.3477,8,8,8
23.3516,10,10,8
23.3555,10,8,8
23.3594,10,9,8
23.3633,10,8,8
23.3672,10,10,8
23.3711,10,8,8
23.375,8,8,8
23.3789,10,8,8
23.3828,8,8,8
23.3867,10,8,8
23.3906,8,8,8
23.3945,10,8,8
23.3984,9,8,8
23.4023,10,10,8
23.4062,8,8,8
23.4102,10,8,8
23.4141,10,10,8
23.418,9,8,8
23.4219,10,8,8
23.4258,8,8,8
23.4297,10,8,8
23.4336,10,8,8
23.4375,10,8,8
23.4414,10,8,8
23.4453,8,8,8
23.4492,10,8,8
23.4531,10,8,8
23.457,10,9,8
23.4609,8,8,8
23.4648,10,8,8
23.4688,10,8,8
23.4727,8,8,8
23.4766,10,8,8
23.4805,10,8,8
23.4844,10,10,8
23.4883,10,8,8
23.4922,10,8,8
23.4961,10,8,8
23.5,8,8,8
23.5039,10,8,8
23.5078,10,10,8
23.5117,10,8,8
23.5156,8,8,8
23.5195,10,8,8
23.5234,10,10,8
23.5273,10,8,8
23.5312,10,9,8
23.5352,8,8,8
23.5391,10,8,8
23.543,8,8,8
23.5469,10,8,8
23.5508,8,8,8
23.5547,10,8,8
23.5586,10,9,8
23.5625,8,8,8
23.5664,10,8,8
23.5703,10,8,8
23.5742,8,8,8
23.5781,14,8,8
23.582,10,8,8
23.5859,10,8,8
23.5898,9,8,8
23.5938,10,8,8
23.5977,10,9,8
23.6016,8,8,8
23.6055,10,8,8
23.6094,8,8,8
23.6133,10,8,8
23.6172,10,9,8
23.6211,8,8,8
23.625,10,8,8
23.6289,10,9,8
23.6328,8,8,8
23.6367,13,8,8
23.6406,10,8,8
23.6445,10,8,8
23.6484,8,8,8
23.6523,10,8,8
23.6562,10,8,8
23.6602,10,8,8
23.6641,10,10,8
23.668,10,8,8
23.6719,8,8,8
23.6758,10,8,8
23.6797,10,8,8
23.6836,10,8,8
23.6875,10,8,8
23.6914,10,8,8
23.6953,10,8,8
23.6992,10,8,8
23.7031,10,8,8
23.707,10,8,8
23.7109,10,8,8
23.7148,10,10,8
23.7188,10,10,8
23.7227,10,10,8
23.7266,8,8,8
23.7305,10,8,8
23.7344,10,8,8
23.7383,10,8,8
23.7422,10,8,8
23.7461,10,8,8
23.75,10,9,8
23.7539,10,10,8
23.7578,8,8,8
23.7617,10,8,8
23.7656,10,8,8
23.7695,10,8,8
23.7734,10,8,8
23.7773,8,8,8
23.7812,10,10,8
23.7852,8,8,8
23.7891,8,8,8
23.793,10,8,8
23.7969,10,8,8
23.8008,10,8,8
23.8047,10,8,8
23.8086,10,8,8
23.8125,10,9,8
23.8164,10,10,8
23.8203,10,9,8
23.8242,10,8,8
23.8281,10,8,8
23.832,10,8,8
23.8359,10,8,8
23.8398,10,8,8
23.8438,10,8,8
23.8477,10,8,8
23.8516,10,8,8
23.8555,10,8,8
23.8594,10,8,8
23.8633,10,8,8
23.8672,10,8,8
23.8711,10,8,8
23.875,10,8,8
23.8789,10,8,8
23.8828,10,8,8
23.8867,10,8,8
23.8906,10,8,8
23.8945,10,8,8
23.8984,10,8,8
23.9023,10,8,8
23.9062,9,8,8
23.9102,10,8,8
23.9141,8,8,8
23.918,8,8,8
23.9219,8,8,8
23.9258,8,8,8
23.9297,8,8,8
23.9336,8,8,8
23.9375,8,8,8
23.9414,8,8,8
23.9453,10,10,8
23.9492,10,8,8
23.9531,10,8,8
23.957,10,8,8
23.9609,10,8,8
23.9648,10,8,8
23.9688,10,8,8
23.9727,10,8,8
23.9766,8,8,8
23.9805,8,8,8
23.9844,8,8,8
23.9883,10,8,8
23.9922,10,8,8
23.9961,10,8,8
24,8,8,8
24.0039,10,10,8
24.0078,10,8,8
24.0117,10,8,8
24.0156,10,8,8
24.0195,9,8,8
24.0234,8,8,8
24.0273,10,10,8
24.0312,10,8,8
24.0352,9,8,8
24.0391,14,8,8
24.043,8,8,8
24.0469,10,8,8
24.0508,10,8,8
24.0547,9,8,8
24.0586,10,8,8
24.0625,8,8,8
24.0664,10,10,8
24.0703,10,8,8
24.0742,10,8,8
24.0781,10,8,8
24.082,10,8,8
24.0859,8,8,8
24.0898,10,8,8
24.0938,9,8,8
24.0977,10,8,8
24.1016,10,8,8
24.1055,10,8,8
24.1094,9,8,8
24.1133,10,10,8
24.1172,10,8,8
24.1211,9,8,8
24.125,10,10,8
24.1289,8,8,8
24.1328,10,8,8
24.1367,10,8,8
24.1406,10,8,8
24.1445,9,8,8
24.1484,10,8,8
24.1523,10,8,8
24.1562,10,10,8
24.1602,10,8,8
24.1641,10,8,8
24.168,10,8,8
24.1719,8,8,8
24.1758,10,8,8
24.1797,8,8,8
24.1836,10,8,8
24.1875,8,8,8
24.1914,10,8,8
24.1953,9,8,8
24.1992,10,10,8
24.2031,8,8,8
24.207,9,8,8
24.2109,10,8,8
24.2148,10,8,8
24.2188,8,8,8
24.2227,10,8,8
24.2266,8,8,8
24.2305,10,8,8
24.2344,8,8,8
24.2383,10,8,8
24.2422,8,8,8
24.2461,9,8,8
24.25,10,8,8
24.2539,8,8,8
24.2578,10,8,8
24.2617,10,8,8
24.2656,10,8,8
24.2695,10,10,8
24.2734,8,8,8
24.2773,10,8,8
24.2812,8,8,8
24.2852,8,8,8
24.2891,8,8,8
24.293,10,8,8
24.2969,10,8,8
24.3008,8,8,8
24.3047,10,8,8
24.3086,10,9,8
24.3125,8,8,8
24.3164,10,8,8
24.3203,10,9,8
24.3242,8,8,8
24.3281,10,8,8
24.332,10,9,8
24.3359,8,8,8
24.3398,10,8,8
24.3438,10,8,8
24.3477,10,10,8
24.3516,10,8,8
24.3555,10,9,8
24.3594,8,8,8
24.3633,8,8,8
24.3672,10,8,8
24.3711,10,9,8
24.375,9,8,8
24.3789,10,8,8
24.3828,10,10,8
24.3867,8,8,8
24.3906,10,8,8
24.3945,10,8,8
24.3984,10,8,8
24.4023,8,8,8
24.4062,9,8,8
24.4102,10,8,8
24.4141,10,8,8
24.418,10,10,8
24.4219,8,8,8
24.4258,10,8,8
24.4297,10,8,8
24.4336,14,8,8
24.4375,10,8,8
24.4414,10,8,8
24.4453,8,8,8
24.4492,10,8,8
24.4531,8,8,8
24.457,9,8,8
24.4609,10,8,8
24.4648,10,8,8
24.4688,10,10,8
24.4727,10,8,8
24.4766,10,8,8
24.4805,10,8,8
24.4844,10,8,8
24.4883,10,8,8
24.4922,10,8,8
24.4961,10,8,8
24.5,10,8,8
24.5039,10,8,8
24.5078,10,9,8
24.5117,8,8,8
24.5156,10,8,8
24.5195,10,8,8
24.5234,10,8,8
24.5273,10,8,8
24.5312,10,8,8
24.5352,10,8,8
24.5391,10,8,8
24.543,10,8,8
24.5469,10,8,8
24.5508,10,8,8
24.5547,10,8,8
24.5586,10,8,8
24.5625,10,8,8
24.5664,10,8,8
24.5703,10,8,8
24.5742,10,8,8
24.5781,10,8,8
24.582,10,8,8
24.5859,10,8,8
24.5898,10,8,8
24.5938,10,8,8
24.5977,10,8,8
24.6016,10,8,8
24.6055,10,8,8
24.6094,10,8,8
24.6133,10,8,8
24.6172,10,8,8
24.6211,10,8,8
24.625,10,8,8
24.6289,10,8,8
24.6328,10,8,8
24.6367,10,8,8
24.6406,10,8,8
24.6445,10,8,8
24.6484,10,9,8
24.6523,10,9,8
24.6562,10,8,8
24.6602,8,8,8
24.6641,10,8,8
24.668,10,8,8
24.6719,11,8,8
24.6758,11,8,8
24.6797,11,8,8
24.6836,11,8,8
24.6875,8,8,8
24.6914,11,8,8
24.6953,10,8,8
24.6992,10,8,8
24.7031,10,8,8
24.707,10,8,8
24.7109,8,8,8
24.7148,10,8,8
24.7188,9,8,8
24.7227,8,8,8
24.7266,9,8,8
24.7305,10,8,8
24.7344,8,8,8
24.7383,8,8,8
24.7422,8,8,8
24.7461,8,8,8
24.75,8,8,8
24.7539,8,8,8
24.7578,8,8,8
24.7617,9,8,8
24.7656,8,8,8
24.7695,8,8,8
24.7734,10,9,8
24.7773,10,8,8
24.7812,10,8,8
24.7852,10,8,8
24.7891,10,8,8
24.793,9,8,8
24.7969,10,10,8
24.8008,10,8,8
24.8047,10,8,8
24.8086,10,8,8
24.8125,10,8,8
24.8164,10,8,8
24.8203,10,10,8
24.8242,10,8,8
24.8281,10,8,8
24.832,10,8,8
24.8359,10,8,8
24.8398,10,8,8
24.8438,10,8,8
24.8477,8,8,8
24.8516,8,8,8
24.8555,10,9,8
24.8594,10,8,8
24.8633,10,8,8
24.8672,10,8,8
24.8711,10,8,8
24.875,8,8,8
24.8789,8,8,8
24.8828,10,10,8
24.8867,10,8,8
24.8906,10,8,8
24.8945,10,8,8
24.8984,10,8,8
24.9023,8,8,8
24.9062,8,8,8
24.9102,10,8,8
24.9141,10,8,8
24.918,10,8,8
24.9219,8,8,8
24.9258,8,8,8
24.9297,8,8,8
24.9336,8,8,8
24.9375,10,9,8
24.9414,10,8,8
24.9453,10,8,8
24.9492,10,8,8
24.9531,8,8,8
24.957,10,9,8
24.9609,10,8,8
24.9648,10,8,8
24.9688,8,8,8
24.9727,8,8,8
24.9766,8,8,8
24.9805,10,10,8
24.9844,10,8,8
24.9883,8,8,8
24.9922,8,8,8
24.9961,10,9,8
25,10,8,8
25.0039,10,8,8
25.0078,8,8,8
25.0117,8,8,8
25.0156,10,8,8
25.0195,10,8,8
25.0234,9,8,8
25.0273,8,8,8
25.0312,10,8,8
25.0352,10,8,8
25.0391,8,8,8
25.043,10,8,8
25.0469,10,8,9
25.0508,9,9,8
25.0547,8,8,8
25.0586,8,8,9
25.0625,12,9,9
25.0664,11,9,8
25.0703,8,8,8
25.0742,11,8,8
25.0781,8,8,8
25.082,10,8,8
25.0859,8,8,8
25.0898,10,8,8
25.0938,10,8,8
25.0977,10,8,8
25.1016,9,8,8
25.1055,10,8,8
25.1094,10,9,8
25.1133,10,8,8
25.1172,10,8,8
25.1211,10,8,8
25.125,10,8,8
25.1289,10,8,8
25.1328,10,8,8
25.1367,8,8,8
25.1406,10,8,8
25.1445,8,8,8
25.1484,10,8,8
25.1523,10,9,8
25.1562,9,8,8
25.1602,10,8,8
25.1641,8,8,8
25.168,10,8,8
25.1719,10,8,8
25.1758,8,8,8
25.1797,10,8,8
25.1836,8,8,8
25.1875,10,8,8
25.1914,8,8,8
25.1953,8,8,8
25.1992,8,8,8
25.2031,8,8,8
25.207,8,8,8
25.2109,10,10,8
25.2148,9,8,8
25.2188,10,8,8
25.2227,10,9,8
25.2266,10,8,8
25.2305,10,8,8
25.2344,8,8,8
25.2383,10,8,8
25.2422,8,8,8
25.2461,8,8,8
25.25,8,8,8
25.2539,8,8,10
25.2578,8,8,8
25.2617,8,8,8
25.2656,10,8,8
25.2695,10,8,8
25.2734,8,8,8
25.2773,10,8,8
25.2812,10,8,8
25.2852,8,8,8
25.2891,8,8,8
25.293,8,8,8
25.2969,8,8,8
25.3008,8,8,8
25.3047,8,8,8
25.3086,9,8,8
25.3125,10,8,8
25.3164,10,8,8
25.3203,8,8,8
25.3242,10,8,8
25.3281,8,8,8
25.332,10,8,8
25.3359,8,8,8
25.3398,8,8,8
25.3438,10,8,8
25.3477,8,8,8
25.3516,10,8,8
25.3555,10,8,8
25.3594,8,8,8
25.3633,10,8,8
25.3672,10,8,8
25.3711,8,8,8
25.375,10,8,8
25.3789,8,8,8
25.3828,8,8,8
25.3867,10,8,8
25.3906,10,8,8
25.3945,10,10,8
25.3984,8,8,8
25.4023,8,8,8
25.4062,8,8,8
25.4102,8,8,8
25.4141,8,8,8
25.418,8,8,8
25.4219,10,8,8
25.4258,10,9,8
25.4297,8,8,8
25.4336,10,8,8
25.4375,8,8,8
25.4414,8,8,8
25.4453,8,8,8
25.4492,8,8,8
25.4531,8,8,10
25.457,10,8,8
25.4609,10,8,8
25.4648,10,8,8
25.4688,8,8,8
25.4727,10,8,8
25.4766,10,8,8
25.4805,8,8,10
25.4844,8,8,10
25.4883,8,9,8
25.4922,8,8,8
25.4961,8,8,8
25.5,9,8,8
25.5039,8,8,8
25.5078,11,8,8
25.5117,8,8,11
25.5156,11,11,9
25.5195,9,9,9
25.5234,9,9,8
25.5273,11,8,8
25.5312,11,8,8
25.5352,11,8,8
25.5391,11,8,8
25.543,8,8,8
25.5469,11,8,8
25.5508,11,8,8
25.5547,11,8,8
25.5586,8,8,8
25.5625,10,8,8
25.5664,11,8,8
25.5703,11,8,8
25.5742,11,8,8
25.5781,11,8,8
25.582,8,8,8
25.5859,8,8,8
25.5898,11,8,8
25.5938,11,8,8
25.5977,11,8,8
25.6016,11,8,8
25.6055,11,8,8
25.6094,11,8,8
25.6133,11,8,8
25.6172,11,8,8
25.6211,11,8,8
25.625,8,8,8
25.6289,10,8,8
25.6328,11,8,8
25.6367,11,8,8
25.6406,11,8,8
25.6445,11,8,8
25.6484,11,8,8
25.6523,11,8,8
25.6562,8,8,8
25.6602,8,8,8
25.6641,9,8,8
25.668,13,8,8
25.6719,8,8,8
25.6758,8,8,8
25.6797,8,8,8
25.6836,8,8,8
25.6875,10,8,8
25.6914,11,8,8
25.6953,11,8,8
25.6992,11,8,8
25.7031,8,8,8
25.707,11,8,8
25.7109,11,8,8
25.7148,11,8,8
25.7188,11,8,8
25.7227,8,8,8
25.7266,11,8,8
25.7305,11,8,8
25.7344,11,8,8
25.7383,11,8,8
25.7422,11,8,8
25.7461,11,8,8
25.75,11,8,8
25.7539,8,8,8
25.7578,8,8,8
25.7617,11,8,8
25.7656,11,8,8
25.7695,8,8,8
25.7734,9,8,8
25.7773,11,8,8
25.7812,11,8,8
25.7852,11,8,8
25.7891,8,8,8
25.793,10,8,8
25.7969,10,8,8
25.8008,11,8,8
25.8047,11,8,8
25.8086,11,8,8
25.8125,11,8,8
25.8164,11,8,8
25.8203,11,8,8
25.8242,11,8,8
25.8281,11,8,8
25.832,11,8,8
25.8359,11,8,8
25.8398,11,8,8
25.8438,8,8,8
25.8477,10,8,8
25.8516,9,8,8
25.8555,10,8,8
25.8594,11,8,8
25.8633,11,8,8
25.8672,11,8,8
25.8711,11,8,8
25.875,11,8,8
25.8789,11,8,8
25.8828,11,8,8
25.8867,11,8,8
25.8906,11,8,8
25.8945,10,8,8
25.8984,10,8,8
25.9023,11,8,8
25.9062,11,8,8
25.9102,11,8,8
25.9141,11,8,8
25.918,11,8,8
25.9219,11,8,8
25.9258,11,8,8
25.9297,11,8,8
25.9336,11,8,8
25.9375,8,8,8
25.9414,8,8,8
25.9453,11,8,8
25.9492,11,8,8
25.9531,8,8,8
25.957,9,8,8
25.9609,8,8,8
25.9648,8,8,8
25.9688,8,8,8
25.9727,11,10,8
25.9766,11,8,8
25.9805,11,8,8
25.9844,11,8,8
25.9883,10,8,8
25.9922,8,8,8
25.9961,10,8,8
26,10,8,8
26.0039,8,8,8
26.0078,8,8,8
26.0117,11,8,8
26.0156,11,8,8
26.0195,11,8,8
26.0234,11,8,8
26.0273,11,8,8
26.0312,8,8,8
26.0352,10,8,8
26.0391,9,8,8
26.043,8,8,8
26.0469,8,8,8
26.0508,11,8,8
26.0547,11,8,8
26.0586,8,8,8
26.0625,8,8,8
26.0664,8,8,8
26.0703,11,8,8
26.0742,11,8,8
26.0781,11,8,8
26.082,8,8,8
26.0859,9,8,8
26.0898,8,8,8
26.0938,11,8,8
26.0977,11,8,8
26.1016,11,8,8
26.1055,10,8,8
26.1094,8,8,8
26.1133,11,8,8
26.1172,11,8,8
26.1211,11,8,8
26.125,9,8,8
26.1289,11,8,8
26.1328,10,8,8
26.1367,8,8,8
26.1406,11,8,8
26.1445,8,8,8
26.1484,11,8,8
26.1523,8,8,8
26.1562,11,8,8
26.1602,8,8,8
26.1641,11,8,8
26.168,8,8,8
26.1719,11,8,8
26.1758,11,8,8
26.1797,9,8,8
26.1836,11,8,8
26.1875,8,8,8
26.1914,11,8,8
26.1953,8,8,8
26.1992,11,8,8
26.2031,8,8,8
26.207,11,8,8
26.2109,11,8,8
26.2148,8,8,8
26.2188,11,8,8
26.2227,8,8,8
26.2266,11,8,8
26.2305,8,8,8
26.2344,11,8,8
26.2383,11,8,8
26.2422,11,10,8
26.2461,12,8,8
26.25,8,8,8
26.2539,8,8,8
26.2578,11,8,8
26.2617,11,8,8
26.2656,8,8,8
26.2695,11,8,8
26.2734,11,8,8
26.2773,8,8,8
26.2812,11,8,8
