N,forward,backward,random
28.75,8,8,8
28.7539,11,8,8
28.7578,8,8,8
28.7617,11,8,8
28.7656,11,8,8
28.7695,8,8,8
28.7734,11,8,8
28.7773,8,8,8
28.7812,8,8,8
28.7852,8,8,8
28.7891,11,8,8
28.793,8,8,8
28.7969,11,8,8
28.8008,11,8,8
28.8047,8,8,8
28.8086,11,8,8
28.8125,8,8,8
28.8164,11,8,8
28.8203,11,8,8
28.8242,8,8,8
28.8281,11,8,8
28.832,8,8,8
28.8359,11,8,8
28.8398,11,8,8
28.8438,8,8,8
28.8477,11,8,8
28.8516,8,8,8
28.8555,11,8,8
28.8594,11,8,8
28.8633,8,8,8
28.8672,11,8,8
28.8711,11,8,8
28.875,8,8,8
28.8789,8,8,8
28.8828,11,8,8
28.8867,8,8,8
28.8906,11,8,8
28.8945,8,8,8
28.8984,11,8,8
28.9023,8,8,8
28.9062,11,8,8
28.9102,8,8,8
28.9141,11,8,8
28.918,11,8,8
28.9219,11,8,8
28.9258,8,8,8
28.9297,11,8,8
28.9336,8,8,8
28.9375,11,8,8
28.9414,8,8,8
28.9453,11,8,8
28.9492,11,8,8
28.9531,8,8,8
28.957,11,8,8
28.9609,8,8,8
28.9648,11,8,8
28.9688,8,8,8
28.9727,9,8,8
28.9766,11,8,8
28.9805,9,8,8
28.9844,11,8,8
28.9883,8,8,8
28.9922,11,8,8
28.9961,8,8,8
29,11,8,8
29.0039,8,8,8
29.0078,11,8,8
29.0117,11,8,8
29.0156,8,8,8
29.0195,11,8,8
29.0234,8,8,8
29.0273,8,8,8
29.0312,11,8,8
29.0352,8,8,8
29.0391,11,8,8
29.043,11,8,8
29.0469,8,8,8
29.0508,9,8,8
29.0547,11,8,8
29.0586,8,8,8
29.0625,8,8,8
29.0664,11,8,8
29.0703,11,8,8
29.0742,8,8,8
29.0781,11,8,8
29.082,11,8,8
29.0859,9,8,8
29.0898,11,8,8
29.0938,11,8,8
29.0977,11,8,8
29.1016,8,8,8
29.1055,11,8,8
29.1094,8,8,8
29.1133,8,8,8
29.1172,11,8,8
29.1211,11,8,8
29.125,8,8,8
29.1289,8,8,8
29.1328,11,8,8
29.1367,11,8,8
29.1406,8,8,8
29.1445,11,8,8
29.1484,11,8,8
29.1523,11,8,9
29.1562,9,8,8
29.1602,11,8,8
29.1641,11,8,8
29.168,8,8,8
29.1719,8,8,8
29.1758,8,8,8
29.1797,8,8,8
29.1836,8,8,8
29.1875,9,8,8
29.1914,8,8,8
29.1953,8,8,8
29.1992,8,8,8
29.2031,8,8,8
29.207,11,8,8
29.2109,11,8,8
29.2148,11,8,8
29.2188,11,8,8
29.2227,8,8,8
29.2266,9,8,8
29.2305,11,8,8
29.2344,11,8,8
29.2383,11,8,8
29.2422,11,8,8
29.2461,11,8,8
29.25,11,8,8
29.2539,11,8,8
29.2578,11,8,8
29.2617,11,8,8
29.2656,11,8,8
29.2695,11,8,8
29.2734,11,8,8
29.2773,11,8,8
29.2812,11,8,8
29.2852,11,11,8
29.2891,11,8,8
29.293,11,8,8
29.2969,10,8,8
29.3008,11,8,8
29.3047,11,8,8
29.3086,11,8,8
29.3125,9,8,8
29.3164,8,8,8
29.3203,11,8,8
29.3242,11,8,8
29.3281,11,8,8
29.332,10,8,8
29.3359,10,8,8
29.3398,11,8,8
29.3438,11,8,8
29.3477,11,8,8
29.3516,8,8,8
29.3555,11,8,8
29.3594,11,8,8
29.3633,11,8,8
29.3672,9,8,8
29.3711,8,8,8
29.375,10,8,8
29.3789,11,8,8
29.3828,10,8,8
29.3867,8,8,8
29.3906,8,8,8
29.3945,8,8,8
29.3984,11,8,8
29.4023,8,8,8
29.4062,8,8,8
29.4102,8,8,8
29.4141,8,8,8
29.418,9,8,8
29.4219,8,8,8
29.4258,11,8,8
29.4297,11,8,8
29.4336,11,8,8
29.4375,11,8,8
29.4414,10,8,8
29.4453,8,8,8
29.4492,11,8,8
29.4531,9,8,8
29.457,11,8,8
29.4609,9,8,8
29.4648,11,8,8
29.4688,11,8,8
29.4727,11,8,8
29.4766,8,8,8
29.4805,11,8,8
29.4844,8,8,8
29.4883,11,8,8
29.4922,8,8,8
29.4961,11,8,8
29.5,8,8,8
29.5039,11,8,8
29.5078,8,8,8
29.5117,11,8,8
29.5156,8,8,8
29.5195,11,8,8
29.5234,8,8,8
29.5273,11,8,8
29.5312,8,8,8
29.5352,11,8,8
29.5391,8,8,8
29.543,11,8,8
29.5469,8,8,8
29.5508,11,8,8
29.5547,11,8,8
29.5586,8,8,8
29.5625,11,8,8
29.5664,8,8,8
29.5703,11,8,8
29.5742,11,8,8
29.5781,8,8,8
29.582,11,8,8
29.5859,8,8,8
29.5898,11,8,8
29.5938,11,8,8
29.5977,8,8,8
29.6016,10,8,8
29.6055,8,8,8
29.6094,11,8,8
29.6133,11,8,8
29.6172,8,8,8
29.6211,11,8,8
29.625,11,8,8
29.6289,8,8,8
29.6328,11,8,8
29.6367,8,8,8
29.6406,8,8,8
29.6445,11,8,8
29.6484,11,8,8
29.6523,8,8,8
29.6562,11,8,8
29.6602,8,8,8
29.6641,11,8,8
29.668,11,8,8
29.6719,8,8,8
29.6758,11,8,8
29.6797,11,8,8
29.6836,11,8,8
29.6875,8,8,8
29.6914,11,8,8
29.6953,8,8,8
29.6992,11,8,8
29.7031,9,8,8
29.707,8,8,8
29.7109,11,8,8
29.7148,8,8,8
29.7188,11,8,8
29.7227,8,8,8
29.7266,11,8,8
29.7305,10,8,8
29.7344,11,8,8
29.7383,8,8,8
29.7422,11,8,8
29.7461,8,8,8
29.75,11,8,8
29.7539,8,8,8
29.7578,11,8,8
29.7617,11,8,8
29.7656,11,8,8
29.7695,8,8,8
29.7734,8,8,8
29.7773,11,8,8
29.7812,8,8,8
29.7852,11,8,8
29.7891,8,8,8
29.793,11,8,8
29.7969,8,8,8
29.8008,11,8,8
29.8047,8,8,8
29.8086,11,8,8
29.8125,11,8,8
29.8164,9,8,8
29.8203,8,8,8
29.8242,8,8,8
29.8281,11,8,8
29.832,8,8,8
29.8359,11,8,8
29.8398,11,8,8
29.8438,8,8,8
29.8477,11,8,8
29.8516,8,8,8
29.8555,11,8,8
29.8594,11,8,8
29.8633,8,8,8
29.8672,11,8,8
29.8711,8,8,8
29.875,10,8,8
29.8789,11,8,8
29.8828,8,8,8
29.8867,11,8,8
29.8906,11,8,8
29.8945,11,8,8
29.8984,8,8,8
29.9023,11,8,8
29.9062,11,8,8
29.9102,8,8,8
29.9141,9,8,8
29.918,10,8,8
29.9219,11,8,8
29.9258,11,8,8
29.9297,11,8,8
29.9336,11,8,8
29.9375,11,8,8
29.9414,11,8,8
29.9453,11,8,8
29.9492,11,8,8
29.9531,11,8,8
29.957,8,8,8
29.9609,8,8,8
29.9648,8,8,8
29.9688,8,8,8
29.9727,8,8,8
29.9766,11,8,8
29.9805,11,8,8
29.9844,11,8,8
29.9883,8,8,8
29.9922,8,8,8
29.9961,8,8,8
30,8,8,8
30.0039,8,8,8
30.0078,8,8,8
30.0117,8,8,8
30.0156,8,8,8
30.0195,8,8,8
30.0234,8,8,8
30.0273,8,8,8
30.0312,11,8,8
30.0352,11,8,8
30.0391,8,8,8
30.043,8,8,8
30.0469,8,8,8
30.0508,8,8,8
30.0547,8,8,8
30.0586,8,8,8
30.0625,8,8,8
30.0664,11,8,8
30.0703,11,8,8
30.0742,11,8,8
30.0781,11,8,8
30.082,10,8,8
30.0859,8,8,8
30.0898,8,8,8
30.0938,11,8,8
30.0977,11,8,8
30.1016,8,8,8
30.1055,8,8,8
30.1094,11,8,8
30.1133,8,8,8
30.1172,8,8,8
30.1211,11,8,8
30.125,8,8,8
30.1289,11,8,8
30.1328,8,8,8
30.1367,8,8,8
30.1406,8,8,8
30.1445,11,8,8
30.1484,9,8,8
30.1523,8,8,8
30.1562,8,8,8
30.1602,11,8,8
30.1641,8,8,8
30.168,8,8,8
30.1719,11,8,8
30.1758,9,8,8
30.1797,8,8,8
30.1836,8,8,8
30.1875,11,8,8
30.1914,11,8,8
30.1953,8,8,8
30.1992,9,8,8
30.2031,8,8,8
30.207,8,8,8
30.2109,8,8,8
30.2148,8,8,8
30.2188,8,8,8
30.2227,8,8,8
30.2266,8,8,8
30.2305,9,8,8
30.2344,8,8,8
30.2383,11,8,8
30.2422,11,8,8
30.2461,8,8,8
30.25,11,8,8
30.2539,11,8,8
30.2578,8,8,8
30.2617,8,8,8
30.2656,8,8,8
30.2695,11,8,8
30.2734,11,8,8
30.2773,11,8,8
30.2812,11,8,8
30.2852,8,8,8
30.2891,8,8,8
30.293,11,8,8
30.2969,11,8,8
30.3008,11,8,8
30.3047,8,8,8
30.3086,8,8,8
30.3125,11,8,8
30.3164,11,8,8
30.3203,11,8,8
30.3242,8,8,8
30.3281,11,8,8
30.332,11,8,8
30.3359,11,8,8
30.3398,8,8,8
30.3438,11,8,8
30.3477,11,8,8
30.3516,11,8,8
30.3555,8,8,8
30.3594,11,8,8
30.3633,11,8,8
30.3672,11,8,8
30.3711,8,8,8
30.375,11,8,8
30.3789,11,8,8
30.3828,8,8,8
30.3867,8,8,8
30.3906,11,8,8
30.3945,8,8,8
30.3984,8,8,8
30.4023,8,8,8
30.4062,11,8,8
30.4102,8,8,8
30.4141,8,8,8
30.418,11,8,8
30.4219,11,8,8
30.4258,8,8,8
30.4297,11,8,8
30.4336,11,8,8
30.4375,8,8,8
30.4414,11,8,8
30.4453,8,8,8
30.4492,11,8,8
30.4531,11,8,8
30.457,9,8,8
30.4609,11,8,8
30.4648,8,8,8
30.4688,8,8,8
30.4727,11,8,8
30.4766,9,8,8
30.4805,11,8,8
30.4844,9,8,8
30.4883,8,8,8
30.4922,11,8,8
30.4961,8,8,8
30.5,11,8,8
30.5039,11,8,8
30.5078,8,8,8
30.5117,11,8,8
30.5156,8,8,8
30.5195,11,8,8
30.5234,9,8,8
30.5273,11,8,8
30.5312,8,8,8
30.5352,8,8,8
30.5391,11,8,8
30.543,8,8,8
30.5469,11,8,8
30.5508,8,8,8
30.5547,11,8,8
30.5586,10,8,8
30.5625,11,8,8
30.5664,8,8,8
30.5703,11,8,8
30.5742,8,8,8
30.5781,11,8,8
30.582,8,8,8
30.5859,11,8,8
30.5898,8,8,8
30.5938,11,8,8
30.5977,8,8,8
30.6016,11,8,8
30.6055,8,8,8
30.6094,11,8,8
30.6133,8,8,8
30.6172,9,8,8
30.6211,11,8,8
30.625,8,8,8
30.6289,11,8,8
30.6328,8,8,8
30.6367,11,8,8
30.6406,11,8,8
30.6445,10,8,8
30.6484,8,8,8
30.6523,9,8,8
30.6562,11,8,8
30.6602,8,8,8
30.6641,11,8,8
30.668,8,8,8
30.6719,8,8,8
30.6758,11,8,8
30.6797,8,8,8
30.6836,11,8,8
30.6875,8,8,8
30.6914,11,8,8
30.6953,8,8,8
30.6992,9,8,8
30.7031,11,8,8
30.707,9,8,8
30.7109,11,8,8
30.7148,8,8,8
30.7188,9,8,8
30.7227,11,8,8
30.7266,8,8,8
30.7305,8,8,8
30.7344,11,8,8
30.7383,8,8,8
30.7422,11,8,8
30.7461,11,8,8
30.75,11,8,8
30.7539,8,8,8
30.7578,11,8,8
30.7617,11,8,8
30.7656,11,8,8
30.7695,11,8,8
30.7734,8,8,8
30.7773,9,8,8
30.7812,11,8,8
30.7852,11,8,8
30.7891,11,8,8
30.793,8,8,8
30.7969,11,8,8
30.8008,11,8,8
30.8047,11,8,8
30.8086,11,8,8
30.8125,11,8,8
30.8164,9,8,8
30.8203,8,8,8
30.8242,8,8,8
30.8281,8,8,8
30.832,8,8,8
30.8359,8,8,8
30.8398,8,8,8
30.8438,8,8,8
30.8477,8,8,8
30.8516,8,8,8
30.8555,8,8,8
30.8594,8,8,8
30.8633,8,8,8
30.8672,11,8,8
30.8711,11,8,8
30.875,8,8,8
30.8789,8,8,8
30.8828,11,8,8
30.8867,11,8,8
30.8906,8,8,8
30.8945,11,8,8
30.8984,8,8,8
30.9023,8,8,8
30.9062,8,8,8
30.9102,8,8,8
30.9141,11,8,8
30.918,11,8,8
30.9219,11,8,8
30.9258,8,8,8
30.9297,8,10,8
30.9336,11,8,8
30.9375,11,8,8
30.9414,8,8,8
30.9453,8,8,8
30.9492,8,8,8
30.9531,8,8,8
30.957,8,8,8
30.9609,8,8,8
30.9648,8,8,8
30.9688,11,8,8
30.9727,11,8,8
30.9766,11,8,8
30.9805,11,8,8
30.9844,11,8,8
30.9883,11,8,8
30.9922,11,8,8
30.9961,8,8,8
31,8,8,8
31.0039,10,8,8
31.0078,11,8,8
31.0117,10,8,8
31.0156,8,8,8
31.0195,8,8,8
31.0234,11,8,8
31.0273,8,8,8
31.0312,10,8,8
31.0352,11,8,8
31.0391,8,8,8
31.043,8,8,8
31.0469,8,8,8
31.0508,8,8,8
31.0547,8,8,8
31.0586,8,8,8
31.0625,8,8,8
31.0664,8,8,8
31.0703,8,8,8
31.0742,8,8,8
31.0781,11,8,8
31.082,11,8,8
31.0859,11,8,8
31.0898,9,8,8
31.0938,8,8,8
31.0977,8,8,8
31.1016,8,8,8
31.1055,8,8,8
31.1094,11,8,8
31.1133,11,8,8
31.1172,8,8,8
31.1211,8,8,8
31.125,11,8,8
31.1289,11,8,8
31.1328,8,8,8
31.1367,8,8,8
31.1406,8,8,8
31.1445,11,8,8
31.1484,8,8,8
31.1523,8,8,8
31.1562,8,8,8
31.1602,8,8,8
31.1641,11,8,8
31.168,9,8,11
31.1719,8,8,8
31.1758,11,8,8
31.1797,10,8,8
31.1836,8,8,8
31.1875,8,8,8
31.1914,8,8,8
31.1953,11,8,8
31.1992,8,8,8
31.2031,11,8,8
31.207,11,8,8
31.2109,9,8,8
31.2148,8,8,8
31.2188,11,8,8
31.2227,10,8,8
31.2266,10,8,8
31.2305,8,8,8
31.2344,11,8,8
31.2383,8,8,8
31.2422,8,8,8
31.2461,8,8,8
31.25,11,8,8
31.2539,8,8,8
31.2578,8,8,8
31.2617,8,8,8
31.2656,11,8,8
31.2695,8,8,8
31.2734,8,8,8
31.2773,11,8,8
31.2812,11,8,8
31.2852,11,8,8
31.2891,8,8,8
31.293,8,8,8
31.2969,8,8,8
31.3008,11,8,8
31.3047,8,8,8
31.3086,11,8,8
31.3125,11,8,8
31.3164,8,8,8
31.3203,11,8,8
31.3242,8,8,8
31.3281,11,8,8
31.332,11,8,8
31.3359,8,8,8
31.3398,11,8,8
31.3438,8,8,8
31.3477,8,8,8
31.3516,11,8,8
31.3555,8,8,8
31.3594,11,8,8
31.3633,9,8,8
31.3672,8,8,8
31.3711,11,8,8
31.375,8,8,8
31.3789,11,8,8
31.3828,8,8,8
31.3867,11,8,8
31.3906,8,8,8
31.3945,10,8,8
31.3984,8,8,8
31.4023,11,8,8
31.4062,8,8,8
31.4102,11,8,8
31.4141,8,8,8
31.418,11,8,8
31.4219,8,8,8
31.4258,11,8,8
31.4297,8,8,8
31.4336,8,8,8
31.4375,11,8,8
31.4414,8,8,8
31.4453,11,8,8
31.4492,11,8,8
31.4531,8,8,8
31.457,11,8,8
31.4609,9,8,8
31.4648,11,8,8
31.4688,8,8,8
31.4727,11,8,8
31.4766,8,8,8
31.4805,11,8,8
31.4844,11,8,8
31.4883,8,8,8
31.4922,11,8,8
31.4961,9,8,8
31.5,11,8,8
31.5039,11,8,8
31.5078,8,8,8
31.5117,11,8,8
31.5156,11,8,8
31.5195,11,8,8
31.5234,8,8,8
31.5273,11,8,8
31.5312,8,8,8
31.5352,9,8,8
31.5391,11,8,8
31.543,8,8,8
31.5469,10,8,8
31.5508,11,8,8
31.5547,11,8,8
31.5586,8,8,8
31.5625,11,8,8
31.5664,8,8,8
31.5703,8,8,8
31.5742,11,8,8
31.5781,8,8,8
31.582,8,8,8
31.5859,11,8,8
31.5898,8,8,8
31.5938,8,8,8
31.5977,8,8,8
31.6016,11,8,8
31.6055,10,8,8
31.6094,11,8,8
31.6133,11,8,8
31.6172,8,8,8
31.6211,11,8,8
31.625,11,8,8
31.6289,8,8,8
31.6328,8,8,8
31.6367,11,8,8
31.6406,8,8,8
31.6445,11,8,8
31.6484,11,8,8
31.6523,11,8,8
31.6562,11,8,8
31.6602,8,8,8
31.6641,8,8,8
31.668,8,8,8
31.6719,11,8,8
31.6758,11,8,8
31.6797,8,8,8
31.6836,8,8,8
31.6875,8,8,8
31.6914,11,8,8
31.6953,11,8,8
31.6992,11,8,8
31.7031,11,8,8
31.707,8,8,8
31.7109,8,8,8
31.7148,11,8,8
31.7188,10,8,8
31.7227,8,8,8
31.7266,8,8,8
31.7305,9,8,8
31.7344,9,8,8
31.7383,8,8,8
31.7422,8,8,8
31.7461,8,8,8
31.75,8,8,8
31.7539,11,8,8
31.7578,8,8,8
31.7617,8,8,8
31.7656,8,8,8
31.7695,8,8,8
31.7734,8,8,8
31.7773,8,8,8
31.7812,9,8,8
31.7852,11,8,8
31.7891,9,8,8
31.793,8,8,8
31.7969,11,8,8
31.8008,11,8,8
31.8047,11,8,8
31.8086,8,8,8
31.8125,11,8,8
31.8164,9,8,8
31.8203,8,8,8
31.8242,9,8,8
31.8281,8,8,8
31.832,10,8,8
31.8359,10,8,8
31.8398,10,8,8
31.8438,11,8,8
31.8477,9,8,8
31.8516,8,8,8
31.8555,8,8,8
31.8594,11,8,8
31.8633,8,8,8
31.8672,8,8,8
31.8711,8,8,8
31.875,8,8,8
31.8789,11,11,8
31.8828,10,8,8
31.8867,8,8,8
31.8906,8,8,8
31.8945,8,8,8
31.8984,9,8,8
31.9023,8,8,8
31.9062,11,8,8
31.9102,11,8,8
31.9141,11,8,8
31.918,8,8,8
31.9219,8,8,8
31.9258,11,8,8
31.9297,11,8,8
31.9336,10,8,8
31.9375,9,8,8
31.9414,8,8,8
31.9453,8,8,8
31.9492,8,8,8
31.9531,11,8,8
31.957,10,8,8
31.9609,8,8,8
31.9648,8,8,8
31.9688,8,8,8
31.9727,8,8,8
31.9766,8,8,8
31.9805,11,8,8
31.9844,11,8,8
31.9883,11,8,8
31.9922,10,8,8
31.9961,8,8,8
32,8,8,8
32.0078,8,8,8
32.0156,8,8,8
32.0234,11,8,8
32.0312,8,8,8
32.0391,11,8,8
32.0469,8,8,8
32.0547,11,8,8
32.0625,8,8,8
32.0703,8,8,8
32.0781,11,8,8
32.0859,8,8,8
32.0938,8,8,8
32.1016,8,8,8
32.1094,11,8,8
32.1172,8,8,8
32.125,8,8,8
32.1328,11,8,8
32.1406,8,8,8
32.1484,11,8,8
32.1562,11,8,8
32.1641,11,8,8
32.1719,10,8,8
32.1797,11,8,8
32.1875,11,8,8
32.1953,8,8,8
32.2031,10,8,8
32.2109,11,8,8
32.2188,11,8,8
32.2266,11,8,8
32.2344,11,8,8
32.2422,8,8,8
32.25,11,8,8
32.2578,8,8,8
32.2656,10,8,8
32.2734,10,8,8
32.2812,11,8,8
32.2891,11,8,8
32.2969,11,8,8
32.3047,11,8,8
32.3125,11,8,8
32.3203,11,8,8
32.3281,8,8,8
32.3359,8,8,8
32.3438,11,8,8
32.3516,8,8,8
32.3594,11,8,8
32.3672,11,8,8
32.375,8,8,8
32.3828,11,8,8
32.3906,11,8,8
32.3984,11,8,8
32.4062,8,8,8
32.4141,11,8,8
32.4219,11,8,8
32.4297,9,8,8
32.4375,11,8,8
32.4453,11,8,8
32.4531,11,8,8
32.4609,8,8,8
32.4688,8,8,8
32.4766,9,8,8
32.4844,9,8,8
32.4922,11,8,8
32.5,8,8,8
32.5078,8,8,8
32.5156,8,8,8
32.5234,8,8,8
32.5312,11,8,8
32.5391,11,8,8
32.5469,9,8,8
32.5547,9,8,8
32.5625,8,8,8
32.5703,8,8,8
32.5781,11,8,8
32.5859,11,8,8
32.5938,8,8,8
32.6016,8,8,8
32.6094,11,8,8
32.6172,9,8,8
32.625,8,8,8
32.6328,8,8,8
32.6406,11,8,8
32.6484,10,8,8
32.6562,8,8,8
32.6641,11,8,8
32.6719,10,8,8
32.6797,9,8,8
32.6875,8,8,8
32.6953,11,8,8
32.7031,8,8,8
32.7109,8,8,8
32.7188,11,8,8
32.7266,8,8,8
32.7344,8,8,8
32.7422,11,8,8
32.75,8,8,8
32.7578,8,8,8
32.7656,11,8,8
32.7734,8,8,8
32.7812,11,8,8
32.7891,8,8,8
32.7969,11,8,8
32.8047,8,8,8
32.8125,8,8,8
32.8203,11,8,8
32.8281,11,8,8
32.8359,8,8,8
32.8438,9,8,8
32.8516,8,8,8
32.8594,8,8,8
32.8672,11,8,8
32.875,8,8,8
32.8828,8,8,8
32.8906,8,8,8
32.8984,11,8,8
32.9062,8,8,8
32.9141,8,8,8
32.9219,11,8,8
32.9297,11,8,8
32.9375,9,8,8
32.9453,8,8,8
32.9531,11,8,8
32.9609,10,8,8
32.9688,8,8,8
32.9766,11,8,8
32.9844,8,8,8
32.9922,11,8,8
33,8,8,8
33.0078,8,8,8
33.0156,11,8,8
33.0234,8,8,8
33.0312,10,8,8
33.0391,11,8,8
33.0469,11,8,8
33.0547,11,8,8
33.0625,8,8,8
33.0703,8,8,8
33.0781,11,8,8
33.0859,8,8,8
33.0938,8,8,8
33.1016,11,8,8
33.1094,11,8,8
33.1172,8,8,8
33.125,11,8,8
33.1328,8,8,8
33.1406,9,8,8
33.1484,11,8,8
33.1562,8,8,8
33.1641,8,8,8
33.1719,10,8,8
33.1797,8,8,8
33.1875,11,8,8
33.1953,8,8,8
33.2031,11,8,8
33.2109,9,8,8
33.2188,11,8,8
33.2266,8,11,8
33.2344,8,8,8
33.2422,10,8,8
33.25,11,8,8
33.2578,8,8,8
33.2656,11,8,8
33.2734,11,8,8
33.2812,8,8,8
33.2891,8,8,8
33.2969,11,8,8
33.3047,8,8,8
33.3125,8,8,8
33.3203,8,8,8
33.3281,11,8,8
33.3359,11,8,8
33.3438,11,8,8
33.3516,11,8,8
33.3594,8,8,8
33.3672,9,8,8
33.375,9,8,8
33.3828,10,8,8
33.3906,11,8,8
33.3984,11,8,8
33.4062,11,8,8
33.4141,11,8,8
33.4219,11,8,8
33.4297,10,8,8
33.4375,11,8,8
33.4453,11,8,8
33.4531,10,8,8
33.4609,9,8,8
33.4688,9,8,8
33.4766,8,8,8
33.4844,9,8,8
33.4922,8,8,8
33.5,8,8,8
33.5078,11,8,8
33.5156,11,8,8
33.5234,8,8,8
33.5312,10,8,8
33.5391,8,8,8
33.5469,8,8,8
33.5547,8,8,8
33.5625,8,8,8
33.5703,8,8,8
33.5781,8,8,8
33.5859,8,8,8
33.5938,8,8,8
33.6016,8,8,8
33.6094,11,8,8
33.6172,9,8,8
33.625,11,8,8
33.6328,8,8,8
33.6406,8,8,8
33.6484,11,8,8
33.6562,11,8,8
33.6641,11,8,8
33.6719,8,8,8
33.6797,8,8,8
33.6875,11,8,8
33.6953,11,8,8
33.7031,11,8,8
33.7109,9,8,8
33.7188,8,8,8
33.7266,8,8,8
33.7344,11,8,8
33.7422,8,8,8
33.75,8,8,8
33.7578,8,8,8
33.7656,11,8,8
33.7734,8,8,8
33.7812,11,8,8
33.7891,11,8,8
33.7969,8,8,8
33.8047,11,8,8
33.8125,8,8,8
33.8203,8,8,8
33.8281,8,8,8
33.8359,11,8,8
33.8438,8,8,8
33.8516,11,8,8
33.8594,9,8,8
33.8672,11,8,8
33.875,11,8,8
33.8828,10,8,8
33.8906,8,8,8
33.8984,11,8,8
33.9062,8,8,8
33.9141,10,8,8
33.9219,8,8,8
33.9297,11,8,8
33.9375,11,8,8
33.9453,8,8,8
33.9531,11,8,8
33.9609,8,8,8
33.9688,11,8,8
33.9766,11,8,8
33.9844,8,8,8
33.9922,11,8,8
34,8,8,8
34.0078,8,8,8
34.0156,11,8,8
34.0234,8,8,8
34.0312,11,8,8
34.0391,8,8,8
34.0469,8,8,8
34.0547,8,8,8
34.0625,8,8,8
34.0703,8,8,8
34.0781,11,8,8
34.0859,8,8,8
34.0938,8,8,8
34.1016,10,8,8
34.1094,11,8,8
34.1172,11,8,8
34.125,11,8,8
34.1328,8,8,8
34.1406,9,8,8
34.1484,11,8,8
34.1562,11,8,8
34.1641,11,8,8
34.1719,11,8,8
34.1797,8,8,8
34.1875,8,8,8
34.1953,9,8,8
34.2031,9,8,8
34.2109,11,8,8
34.2188,10,8,8
34.2266,10,8,8
34.2344,11,8,8
34.2422,8,8,8
34.25,8,8,8
34.2578,8,8,8
34.2656,8,8,8
34.2734,9,8,8
34.2812,10,8,8
34.2891,11,8,8
34.2969,10,8,8
34.3047,11,8,8
34.3125,11,8,8
34.3203,9,8,8
34.3281,8,8,8
34.3359,11,8,8
34.3438,11,8,8
34.3516,10,8,8
34.3594,9,8,8
34.3672,11,8,8
34.375,11,8,8
34.3828,8,8,8
34.3906,8,8,8
34.3984,8,8,8
34.4062,8,8,8
34.4141,8,8,8
34.4219,8,8,8
34.4297,8,8,8
34.4375,8,8,8
34.4453,8,8,8
34.4531,11,8,8
34.4609,11,8,8
34.4688,11,8,8
34.4766,8,8,8
34.4844,8,8,8
34.4922,8,8,8
34.5,8,8,8
34.5078,8,8,8
34.5156,8,8,8
34.5234,8,8,8
34.5312,8,8,8
34.5391,11,8,8
34.5469,8,8,8
34.5547,8,8,8
34.5625,8,8,8
34.5703,8,8,8
34.5781,11,8,8
34.5859,8,8,8
34.5938,8,8,8
34.6016,11,8,8
34.6094,8,8,8
34.6172,8,8,8
34.625,11,8,8
34.6328,9,8,8
34.6406,8,8,8
34.6484,11,8,8
34.6562,9,8,8
34.6641,8,8,8
34.6719,11,8,8
34.6797,8,8,8
34.6875,8,8,8
34.6953,11,8,8
34.7031,8,8,8
34.7109,11,8,8
34.7188,8,8,8
34.7266,11,8,8
34.7344,8,8,8
34.7422,11,8,8
34.75,8,8,8
34.7578,8,8,8
34.7656,9,8,8
34.7734,8,8,8
34.7812,9,8,8
34.7891,8,8,8
34.7969,11,8,8
34.8047,8,8,8
34.8125,10,8,8
34.8203,8,8,8
34.8281,10,8,8
34.8359,11,8,8
34.8438,8,8,8
34.8516,11,8,8
34.8594,8,8,8
34.8672,8,8,8
34.875,11,8,8
34.8828,8,8,8
34.8906,11,8,8
34.8984,8,8,8
34.9062,9,8,8
34.9141,10,8,8
34.9219,11,8,8
34.9297,8,8,8
34.9375,11,8,8
34.9453,11,8,8
34.9531,11,8,8
34.9609,8,8,8
34.9688,11,8,8
34.9766,8,8,8
34.9844,8,8,8
34.9922,8,8,8
35,11,8,8
35.0078,8,8,8
35.0156,8,8,8
35.0234,8,8,8
35.0312,11,8,8
35.0391,10,8,8
35.0469,11,8,8
35.0547,11,8,8
35.0625,8,8,8
35.0703,8,8,8
35.0781,8,8,8
35.0859,11,8,8
35.0938,11,8,8
35.1016,11,8,8
35.1094,10,8,8
35.1172,8,8,8
35.125,9,8,8
35.1328,8,8,8
35.1406,11,8,8
35.1484,8,8,8
35.1562,11,8,8
35.1641,8,8,8
35.1719,8,8,8
35.1797,8,8,8
35.1875,8,8,8
35.1953,11,8,8
35.2031,11,8,8
35.2109,8,8,8
35.2188,8,8,11
35.2266,8,8,8
35.2344,8,8,8
35.2422,8,8,8
35.25,11,8,8
35.2578,8,8,8
35.2656,9,8,8
35.2734,8,8,8
35.2812,10,8,8
35.2891,8,8,8
35.2969,10,8,8
35.3047,8,8,8
35.3125,8,8,8
35.3203,11,8,8
35.3281,8,8,8
35.3359,11,8,8
35.3438,8,8,8
35.3516,8,8,8
35.3594,8,8,8
35.3672,11,8,8
35.375,8,8,8
35.3828,10,8,8
35.3906,8,8,8
35.3984,11,8,8
35.4062,8,8,8
35.4141,8,8,8
35.4219,8,8,8
35.4297,8,8,11
35.4375,11,8,8
35.4453,8,8,8
35.4531,8,8,8
35.4609,11,8,8
35.4688,8,8,8
35.4766,11,8,8
35.4844,8,8,8
35.4922,8,8,8
35.5,11,8,8
35.5078,8,8,8
